"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11","seqname","source","feature","start","end","score","strand","frame","attributes"
"11","LOC111100148",157.637232659456,0.915415439346371,0.259907789939412,3.52207773210556,0.000428178574620161,0.00798598592578793,465,370,321,230,540,440,159,350,317,111,38,218,46,19,72,394,300,78,33,278,109,129,41,335,197,180,121,135,230,11,"NC_035780.1","Gnomon","gene",15765054,15771302,".","-",".","gene_id ""LOC111133283""; db_xref ""GeneID:111133283""; gbkey ""Gene""; gene ""LOC111133283""; gene_biotype ""lncRNA""; "
"12","LOC111100327",33.115068131582,1.35018561840849,0.426221872507068,3.16779993121095,0.00153597182451389,0.0223857858232278,49,79,58,22,80,61,35,65,64,16,9,61,16,4,15,60,86,18,4,47,12,21,9,55,56,48,25,47,26,0,"NC_035780.1","Gnomon","gene",18675875,18682187,".","+",".","gene_id ""LOC111110995""; db_xref ""GeneID:111110995""; gbkey ""Gene""; gene ""LOC111110995""; gene_biotype ""protein_coding""; "
"13","LOC111100344",36.3596445498668,1.26933152876508,0.429224988894725,2.957263816428,0.00310382431191156,0.0378943230058729,95,81,96,45,102,93,33,101,34,19,13,55,11,4,22,83,80,12,7,77,26,18,7,38,52,32,9,47,64,1,"NC_035780.1","Gnomon","gene",18963080,18968512,".","-",".","gene_id ""LOC111134951""; db_xref ""GeneID:111134951""; gbkey ""Gene""; gene ""LOC111134951""; gene_biotype ""protein_coding""; "
"14","LOC111100574",38.9321135107602,1.2009868457735,0.395842469559653,3.03400200364935,0.00241332827162715,0.031956549288646,95,46,103,47,66,83,28,85,64,13,14,56,7,6,13,63,85,20,6,81,32,31,11,68,57,50,32,51,33,2,"NC_035780.1","Gnomon","gene",22924389,22928176,".","-",".","gene_id ""LOC111106403""; db_xref ""GeneID:111106403""; gbkey ""Gene""; gene ""LOC111106403""; gene_biotype ""protein_coding""; "
"15","LOC111100602",45.7327165018591,1.54907724461026,0.459877281159835,3.36845786489693,0.00075589949919314,0.0125496496400134,123,121,49,53,142,144,35,73,63,22,9,64,14,17,30,105,70,21,9,56,44,19,4,78,29,30,36,66,54,0,"NC_035780.1","Gnomon","gene",23303823,23312325,".","+",".","gene_id ""LOC111104064""; db_xref ""GeneID:111104064""; gbkey ""Gene""; gene ""LOC111104064""; gene_biotype ""protein_coding""; "
"16","LOC111100714",15.3001200983464,3.20183953991704,0.690561716248719,4.63657261122167,3.54233793102556e-06,0.000176432581269148,20,14,7,11,16,17,12,9,10,8,0,2,3,5,6,22,17,2,2,8,4,7,1,16,9,12,6,46,6,1,"NC_035780.1","Gnomon","gene",24954981,24956486,".","-",".","gene_id ""LOC111114693""; db_xref ""GeneID:111114693""; gbkey ""Gene""; gene ""LOC111114693""; gene_biotype ""protein_coding""; "
"17","LOC111100739",59.9760356743572,0.795139759139241,0.254750159786724,3.12125323024303,0.00180083105911356,0.0252982132438933,226,162,132,91,241,202,104,170,118,41,22,77,25,3,24,136,123,28,11,128,38,44,14,98,51,77,46,41,81,4,"NC_035780.1","Gnomon","gene",25364879,25405068,".","-",".","gene_id ""LOC111136934""; db_xref ""GeneID:111136934""; gbkey ""Gene""; gene ""LOC111136934""; gene_biotype ""protein_coding""; "
"18","LOC111100869",12.6836794471637,1.92992869202504,0.573538728455678,3.36494921140131,0.000765577498676107,0.0126623629309335,40,11,22,10,22,7,16,12,52,8,1,18,9,7,5,8,30,0,1,14,7,5,3,15,12,15,10,15,24,1,"NC_035780.1","Gnomon","gene",27467847,27490600,".","-",".","gene_id ""LOC111129824""; db_xref ""GeneID:111129824""; gbkey ""Gene""; gene ""LOC111129824""; gene_biotype ""protein_coding""; "
"19","LOC111100924",8.14748694477757,5.5060477184277,1.42487142240089,3.86424180586769,0.000111434790760746,0.00290725409466875,11,6,3,0,2,2,2,15,3,0,0,0,0,1,1,0,6,0,0,0,0,0,0,9,0,3,0,1,0,15,"NC_035780.1","Gnomon","gene",28170796,28173965,".","+",".","gene_id ""LOC111137134""; db_xref ""GeneID:111137134""; gbkey ""Gene""; gene ""LOC111137134""; gene_biotype ""protein_coding""; "
"20","LOC111101050",77.8217770590092,4.63181169145189,0.703896867838219,6.58024194038102,4.69683361293478e-11,2.05862217254931e-08,67,23,60,16,29,76,24,53,35,10,9,42,22,12,7,51,46,7,0,28,19,21,3,31,11,34,11,39,6,114,"NC_035780.1","Gnomon","gene",30380783,30384189,".","+",".","gene_id ""LOC111106878""; db_xref ""GeneID:111106878""; gbkey ""Gene""; gene ""LOC111106878""; gene_biotype ""protein_coding""; "
"21","LOC111101061",53.9695443083451,1.32659177109729,0.453565313980159,2.92480868842479,0.00344668045854931,0.0402885488701384,124,88,133,28,146,136,66,131,88,20,15,67,28,8,26,157,116,15,16,112,38,26,13,65,30,69,33,73,35,1,"NC_035780.1","Gnomon","gene",30529314,30554849,".","-",".","gene_id ""LOC111106886""; db_xref ""GeneID:111106886""; gbkey ""Gene""; gene ""LOC111106886""; gene_biotype ""protein_coding""; "
"22","LOC111101069",29.6517669014092,1.63198989778204,0.545175318903158,2.99351390496814,0.00275784941578324,0.0354476656579998,65,52,72,30,64,144,11,97,71,14,6,28,7,1,8,58,23,26,8,69,19,4,2,40,35,44,23,48,25,0,"NC_035780.1","Gnomon","gene",30661074,30665509,".","+",".","gene_id ""LOC111110416""; db_xref ""GeneID:111110416""; gbkey ""Gene""; gene ""LOC111110416""; gene_biotype ""protein_coding""; "
"23","LOC111101238",53.4880094845792,1.14544832059141,0.3823343593904,2.99593351331995,0.002736060824176,0.0353750872931074,161,136,111,76,176,143,45,110,104,20,9,51,16,13,27,129,71,19,8,91,43,24,12,87,70,67,38,4,51,29,"NC_035780.1","Gnomon","gene",33457345,33460502,".","+",".","gene_id ""LOC111125990""; db_xref ""GeneID:111125990""; gbkey ""Gene""; gene ""LOC111125990""; gene_biotype ""protein_coding""; "
"24","LOC111101287",15.3532672622306,2.02477769723425,0.54927368915612,3.68628197055101,0.000227554218826526,0.00505935744761947,43,22,18,23,65,50,13,18,29,5,4,27,6,0,10,14,25,3,5,25,9,4,3,7,15,10,9,27,28,0,"NC_035780.1","Gnomon","gene",34272828,34279085,".","-",".","gene_id ""LOC111121446""; db_xref ""GeneID:111121446""; gbkey ""Gene""; gene ""LOC111121446""; gene_biotype ""protein_coding""; "
"25","LOC111101598",378.260552024613,1.43017408433946,0.317272793292253,4.50771107569273,6.55307273153903e-06,0.000287318712247905,1196,868,752,438,1143,949,301,806,786,211,95,497,82,87,171,1025,640,141,78,572,229,264,72,516,393,353,229,409,516,50,"NC_035780.1","Gnomon","gene",39617141,39618662,".","+",".","gene_id ""LOC111107440""; db_xref ""GeneID:111107440""; gbkey ""Gene""; gene ""LOC111107440""; gene_biotype ""protein_coding""; "
"26","LOC111101943",186.321357635489,2.44327676549395,0.45715893569755,5.34447994933295,9.06770123872176e-08,6.51536631628155e-06,375,294,179,185,343,358,109,477,203,55,29,163,34,15,48,298,331,77,19,215,91,104,28,222,120,164,66,44,220,176,"NC_035780.1","Gnomon","gene",46519615,46524225,".","+",".","gene_id ""LOC111120862""; db_xref ""GeneID:111120862""; gbkey ""Gene""; gene ""LOC111120862""; gene_biotype ""protein_coding""; "
"27","LOC111102061",11.0034343162911,2.38110743750699,0.765350335155517,3.11113398418145,0.0018637035646004,0.0260978042288932,1,30,44,2,35,20,2,22,33,4,0,22,1,0,4,20,23,1,0,19,0,4,5,14,10,20,3,20,19,2,"NC_035780.1","Gnomon","gene",48270728,48279314,".","+",".","gene_id ""LOC111116860""; db_xref ""GeneID:111116860""; gbkey ""Gene""; gene ""LOC111116860""; gene_biotype ""protein_coding""; "
"28","LOC111102202",9.32837497021663,3.14776202074953,0.957756822302356,3.28659838014269,0.00101405345438416,0.0158735581805921,7,1,4,29,15,9,2,8,7,2,5,4,3,1,1,11,3,2,0,19,1,1,0,11,14,2,1,30,1,0,"NC_035780.1","Gnomon","gene",50649134,50660082,".","+",".","gene_id ""LOC111110444""; db_xref ""GeneID:111110444""; gbkey ""Gene""; gene ""LOC111110444""; gene_biotype ""protein_coding""; "
"29","LOC111102475",208.154543888022,1.23550197480326,0.358062647134782,3.45051902143312,0.000559509737562654,0.00984871959733779,662,600,335,233,366,647,190,362,376,137,30,204,57,27,69,557,450,88,57,421,155,146,35,303,224,147,120,51,305,106,"NC_035780.1","Gnomon","gene",55199157,55201873,".","-",".","gene_id ""LOC111100524""; db_xref ""GeneID:111100524""; gbkey ""Gene""; gene ""LOC111100524""; gene_biotype ""lncRNA""; "
"30","LOC111103017",15.9537346143888,3.6628553356694,1.15637123181552,3.16754277077496,0.00153733094519543,0.0223857858232278,49,0,5,3,66,13,0,3,3,6,2,1,6,1,10,42,0,2,6,4,1,0,1,0,2,6,4,53,3,1,"NC_035780.1","Gnomon","gene",63296179,63301503,".","+",".","gene_id ""LOC111115659""; db_xref ""GeneID:111115659""; gbkey ""Gene""; gene ""LOC111115659""; gene_biotype ""protein_coding""; "
"31","LOC111103305",115.106789558739,2.52708346401566,0.417857433231147,6.04771690783287,1.46912803676861e-09,2.08520396507211e-07,209,154,180,93,231,166,86,125,117,45,24,100,24,12,36,219,120,39,6,157,62,43,19,137,110,118,39,103,130,80,"NC_035781.1","Gnomon","gene",1857266,1876606,".","+",".","gene_id ""LOC111121726""; db_xref ""GeneID:111121726""; gbkey ""Gene""; gene ""LOC111121726""; gene_biotype ""protein_coding""; "
"32","LOC111103349",35.4319910987261,1.25817171626702,0.351711775376144,3.57728061541712,0.000347187395872733,0.00679340337549191,162,99,71,38,127,99,43,54,52,25,7,45,9,3,21,92,99,13,4,81,30,24,5,38,28,31,32,37,70,3,"NC_035781.1","Gnomon","gene",2310561,2318167,".","+",".","gene_id ""LOC111119707""; db_xref ""GeneID:111119707""; gbkey ""Gene""; gene ""LOC111119707""; gene_biotype ""protein_coding""; "
"33","LOC111103375",196.702368693679,1.84311896344999,0.347806156240929,5.29927067240651,1.16266166466761e-07,8.08880329561609e-06,472,426,335,189,462,465,189,359,285,89,30,223,44,27,77,424,412,66,28,299,98,118,43,268,211,173,116,210,187,71,"NC_035781.1","Gnomon","gene",2800687,2803105,".","-",".","gene_id ""LOC111118097""; db_xref ""GeneID:111118097""; gbkey ""Gene""; gene ""LOC111118097""; gene_biotype ""protein_coding""; "
"34","LOC111103479",54.2947741238455,1.79471318140147,0.461804214759738,3.88630749577546,0.000101780568257925,0.00275372981897831,127,151,107,51,303,128,40,136,66,17,9,43,28,7,27,74,132,11,8,91,17,13,16,69,70,36,21,69,85,10,"NC_035781.1","Gnomon","gene",4468574,4470072,".","-",".","gene_id ""LOC111122341""; db_xref ""GeneID:111122341""; gbkey ""Gene""; gene ""LOC111122341""; gene_biotype ""protein_coding""; "
"35","LOC111103484",38.3225688174347,2.10646148495089,0.484321241304191,4.34930642166047,1.36568775120734e-05,0.000549156826930439,65,79,58,34,67,69,37,60,56,6,9,46,8,5,15,81,52,11,2,62,24,30,6,66,39,36,39,82,32,0,"NC_035781.1","Gnomon","gene",4515892,4523307,".","-",".","gene_id ""LOC111120016""; db_xref ""GeneID:111120016""; gbkey ""Gene""; gene ""LOC111120016""; gene_biotype ""protein_coding""; "
"36","LOC111103558",256.393447086747,0.852669726819502,0.238790705829316,3.57078272313068,0.000355916051065195,0.00693324467474999,916,695,487,351,843,781,290,555,568,165,73,328,88,43,141,701,534,130,45,471,158,205,57,402,261,289,187,53,335,82,"NC_035781.1","Gnomon","gene",5623609,5686073,".","-",".","gene_id ""LOC111118678""; db_xref ""GeneID:111118678""; gbkey ""Gene""; gene ""LOC111118678""; gene_biotype ""protein_coding""; "
"37","LOC111103799",37.7154551672281,1.86908724005933,0.518856367801683,3.60232109702802,0.000315388450179197,0.00634104393181386,114,103,49,31,60,113,31,48,48,25,7,32,8,15,12,60,32,15,8,52,24,21,9,35,38,34,13,68,48,0,"NC_035781.1","Gnomon","gene",9668786,9669907,".","+",".","gene_id ""LOC111118987""; db_xref ""GeneID:111118987""; gbkey ""Gene""; gene ""LOC111118987""; gene_biotype ""protein_coding""; "
"38","LOC111103816",10.6639607575304,2.89455039092627,0.840774439160716,3.44271930271298,0.000575896721382393,0.0100563957363308,20,29,29,5,20,3,14,1,20,1,4,7,7,1,5,21,5,0,0,9,9,4,0,8,11,6,1,28,10,0,"NC_035781.1","Gnomon","gene",9958206,9964464,".","-",".","gene_id ""LOC111118443""; db_xref ""GeneID:111118443""; gbkey ""Gene""; gene ""LOC111118443""; gene_biotype ""protein_coding""; "
"39","LOC111103819",204.096315240909,1.75110013039526,0.355499217873706,4.9257496004319,8.40375595436168e-07,4.72226440358555e-05,476,359,262,219,438,404,205,352,323,94,45,198,41,40,86,398,373,96,26,385,104,127,35,342,222,192,135,106,174,114,"NC_035781.1","Gnomon","gene",10002477,10005083,".","+",".","gene_id ""LOC111118115""; db_xref ""GeneID:111118115""; gbkey ""Gene""; gene ""LOC111118115""; gene_biotype ""protein_coding""; "
"40","LOC111103866",210.905572027961,1.58463910346706,0.322631809161094,4.91160219938461,9.03351818873333e-07,5.01188736977445e-05,664,504,349,245,569,556,218,466,369,138,47,228,45,26,76,392,440,77,33,375,130,153,45,315,203,174,116,230,283,47,"NC_035781.1","Gnomon","gene",10704641,10710042,".","+",".","gene_id ""LOC111119900""; db_xref ""GeneID:111119900""; gbkey ""Gene""; gene ""LOC111119900""; gene_biotype ""protein_coding""; "
"41","LOC111104284",176.647890286919,0.509957967756077,0.172014609167812,2.96462009955548,0.00303056923201699,0.0376361372835325,557,471,428,209,498,577,221,440,319,133,53,282,44,43,122,524,413,88,32,353,102,173,55,267,208,242,175,74,247,14,"NC_035781.1","Gnomon","gene",15873119,15877086,".","+",".","gene_id ""LOC111118545""; db_xref ""GeneID:111118545""; gbkey ""Gene""; gene ""LOC111118545""; gene_biotype ""protein_coding""; "
"42","LOC111104287",141.765837138876,3.39353297100177,0.515436963090965,6.58379824111077,4.58579326619992e-11,2.05862217254931e-08,187,124,152,105,209,207,78,150,93,36,14,83,11,5,25,161,98,34,14,117,46,57,16,113,62,62,49,70,107,173,"NC_035781.1","Gnomon","gene",15910433,15919352,".","+",".","gene_id ""LOC111120508""; db_xref ""GeneID:111120508""; gbkey ""Gene""; gene ""LOC111120508""; gene_biotype ""protein_coding""; "
"43","LOC111104354",10.6795929511432,3.02836952546662,0.95358447625681,3.17577477493567,0.00149436923216793,0.0220532671535085,41,1,0,10,36,34,6,23,8,1,0,4,0,1,4,37,20,1,0,7,1,6,1,10,6,0,3,34,15,0,"NC_035781.1","Gnomon","gene",16810543,16869206,".","-",".","gene_id ""LOC111119135""; db_xref ""GeneID:111119135""; gbkey ""Gene""; gene ""LOC111119135""; gene_biotype ""protein_coding""; "
"44","LOC111104504",48.8785729361327,0.828837862818845,0.283431920251212,2.92429258526784,0.00345240073525597,0.0402885488701384,137,170,60,75,152,150,62,61,84,34,15,73,16,18,39,103,131,14,10,84,40,41,8,98,38,42,51,26,126,2,"NC_035781.1","Gnomon","gene",19218965,19222598,".","-",".","gene_id ""LOC111118189""; db_xref ""GeneID:111118189""; gbkey ""Gene""; gene ""LOC111118189""; gene_biotype ""lncRNA""; "
"45","LOC111104805",9.3559581206597,2.24587868790368,0.758466668015472,2.96107763546159,0.00306564651962704,0.0376378955056732,36,20,4,10,8,35,6,1,12,1,2,9,2,2,2,11,1,8,1,12,5,7,0,8,13,5,3,21,7,1,"NC_035781.1","Gnomon","gene",24923158,24927563,".","-",".","gene_id ""LOC111122194""; db_xref ""GeneID:111122194""; gbkey ""Gene""; gene ""LOC111122194""; gene_biotype ""protein_coding""; "
"46","LOC111105030",73.5303466008469,2.24871379701955,0.479883778766264,4.68595500935826,2.78657477434382e-06,0.000148945819950597,139,82,75,46,150,159,28,75,96,30,9,77,17,10,33,198,118,25,5,106,53,38,10,65,60,67,40,18,46,68,"NC_035781.1","Gnomon","gene",28480082,28493689,".","-",".","gene_id ""LOC111117960""; db_xref ""GeneID:111117960""; gbkey ""Gene""; gene ""LOC111117960""; gene_biotype ""protein_coding""; "
"47","LOC111105082",170.259432038947,3.08184926895962,0.471319184975679,6.53877322884416,6.20254878861918e-11,2.24349296111915e-08,333,230,176,122,355,255,81,168,160,39,30,96,31,19,45,207,144,48,23,154,64,55,17,148,108,109,61,256,99,111,"NC_035781.1","tRNAscan-SE","gene",29319600,29319671,".","+",".","gene_id ""Trnac-gca_1""; db_xref ""GeneID:111122464""; gbkey ""Gene""; gene ""Trnac-gca""; gene_biotype ""tRNA""; "
"48","LOC111105256",31.7776625899495,2.79439054336911,0.662783615411194,4.21614306448335,2.48516134556237e-05,0.00087139697420799,62,88,47,45,128,85,10,58,57,19,2,32,5,0,10,61,52,8,4,33,23,6,3,11,8,17,27,81,3,1,"NC_035781.1","Gnomon","gene",31520382,31560168,".","-",".","gene_id ""LOC111118929""; db_xref ""GeneID:111118929""; gbkey ""Gene""; gene ""LOC111118929""; gene_biotype ""protein_coding""; "
"49","LOC111105299",32.2341324240706,3.24761340604345,0.602276022518426,5.39223426571674,6.95869632568194e-08,5.37435309785963e-06,24,20,39,16,33,17,16,20,21,2,12,12,5,4,5,55,28,4,0,18,17,11,4,40,19,25,22,38,7,29,"NC_035781.1","Gnomon","gene",32304396,32351726,".","+",".","gene_id ""LOC111118328""; db_xref ""GeneID:111118328""; gbkey ""Gene""; gene ""LOC111118328""; gene_biotype ""protein_coding""; "
"50","LOC111105526",35.3746816231835,1.25632759455262,0.391536301890183,3.20871293028912,0.00133330541964266,0.0198771348785503,104,88,106,52,118,100,31,87,67,22,14,55,8,3,11,99,58,6,15,64,9,32,4,50,29,31,35,36,54,2,"NC_035781.1","Gnomon","gene",35799045,35860003,".","+",".","gene_id ""LOC111119614""; db_xref ""GeneID:111119614""; gbkey ""Gene""; gene ""LOC111119614""; gene_biotype ""protein_coding""; "
"51","LOC111105528",60.5033471965664,6.01734437817952,0.993986802662802,6.05374675202889,1.41515029528891e-09,2.08520396507211e-07,43,37,30,1,53,38,11,5,18,0,2,29,3,4,2,26,1,2,3,17,2,4,1,12,1,6,0,71,13,88,"NC_035781.1","Gnomon","gene",35832098,35847015,".","-",".","gene_id ""LOC111119616""; db_xref ""GeneID:111119616""; gbkey ""Gene""; gene ""LOC111119616""; gene_biotype ""protein_coding""; "
"52","LOC111105686",96.8680771210053,2.79259882146749,0.561633695858993,4.97227791362543,6.61707542643974e-07,3.91927589109262e-05,87,83,136,78,143,99,37,112,133,27,10,73,11,12,11,110,128,23,16,92,50,48,10,127,64,54,21,29,42,113,"NC_035781.1","Gnomon","gene",38246086,38247402,".","+",".","gene_id ""LOC111122133""; db_xref ""GeneID:111122133""; gbkey ""Gene""; gene ""LOC111122133""; gene_biotype ""lncRNA""; "
"53","LOC111105828",196.734663451468,2.16287754930444,0.40106010098144,5.392901323297,6.9329029605569e-08,5.37435309785963e-06,546,330,309,159,497,397,138,249,294,84,29,161,42,19,78,356,293,66,31,316,114,102,37,210,173,142,110,167,139,118,"NC_035781.1","Gnomon","gene",39985905,39987851,".","-",".","gene_id ""LOC111118565""; db_xref ""GeneID:111118565""; gbkey ""Gene""; gene ""LOC111118565""; gene_biotype ""lncRNA""; "
"54","LOC111106506",19.3993256888226,1.75166494972086,0.599518479012378,2.92178641867133,0.00348030111414385,0.0403679308788904,41,74,26,27,45,76,26,7,22,1,3,36,4,7,9,15,25,7,4,32,14,15,1,43,11,15,7,32,18,1,"NC_035781.1","Gnomon","gene",49600719,49607338,".","-",".","gene_id ""LOC111119854""; db_xref ""GeneID:111119854""; gbkey ""Gene""; gene ""LOC111119854""; gene_biotype ""protein_coding""; "
"55","LOC111106570",13.4316369585853,2.94449103583169,0.689589620712366,4.2699178575077,1.95544972046968e-05,0.000720229926455343,26,12,13,15,35,26,6,16,21,6,2,5,2,0,2,9,14,5,2,17,8,0,2,14,9,7,2,41,16,0,"NC_035781.1","Gnomon","gene",50390937,50395605,".","-",".","gene_id ""LOC111118506""; db_xref ""GeneID:111118506""; gbkey ""Gene""; gene ""LOC111118506""; gene_biotype ""protein_coding""; "
"56","LOC111106613",8.75279699502808,4.39353665207257,1.0635882183284,4.13086246759833,3.61404762101942e-05,0.00116473314139177,16,26,5,9,0,27,3,2,1,1,0,11,2,0,0,0,5,0,0,14,3,0,1,4,1,4,12,32,4,0,"NC_035781.1","Gnomon","gene",50832312,50834276,".","+",".","gene_id ""LOC111122409""; db_xref ""GeneID:111122409""; gbkey ""Gene""; gene ""LOC111122409""; gene_biotype ""protein_coding""; "
"57","LOC111106619",51.1374991673917,1.21806891912263,0.427609699376095,2.84855306345916,0.00439185288246184,0.0479339017784143,192,141,167,85,223,169,30,63,91,27,9,45,10,5,22,126,83,18,8,73,38,34,14,68,52,50,13,5,87,29,"NC_035781.1","Gnomon","gene",50901537,50923802,".","+",".","gene_id ""LOC111120746""; db_xref ""GeneID:111120746""; gbkey ""Gene""; gene ""LOC111120746""; gene_biotype ""protein_coding""; "
"58","LOC111106775",40.806952888797,1.16977476104131,0.376840584763237,3.10416342702648,0.00190817897105909,0.0265509473973079,133,93,50,59,141,105,28,80,86,27,6,44,10,9,11,61,89,24,8,59,40,29,8,68,55,46,42,47,31,3,"NC_035781.1","Gnomon","gene",53417854,53422880,".","+",".","gene_id ""LOC111121172""; db_xref ""GeneID:111121172""; gbkey ""Gene""; gene ""LOC111121172""; gene_biotype ""protein_coding""; "
"59","LOC111106800",62.5772364321244,3.04272741319502,0.603090779379996,5.04522290379415,4.52992951609142e-07,2.75759459292065e-05,43,65,48,26,45,71,35,31,40,6,22,26,17,8,7,59,75,11,5,48,42,13,9,77,50,27,18,72,12,56,"NC_035781.1","Gnomon","gene",53754293,53755514,".","-",".","gene_id ""LOC111122005""; db_xref ""GeneID:111122005""; gbkey ""Gene""; gene ""LOC111122005""; gene_biotype ""lncRNA""; "
