"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","seqname","source","feature","start","end","score","strand","frame","attributes"
"LOC111099115",46.8306888166175,1.53854077216826,0.381107414518493,4.03702660603471,5.4132931684613e-05,0.00183760233365312,"NC_035780.1","Gnomon","gene",315522,340261,".","+",".","gene_id ""LOC111133260""; db_xref ""GeneID:111133260""; gbkey ""Gene""; gene ""LOC111133260""; gene_biotype ""protein_coding""; "
"LOC111100714",15.3001200983464,3.33520924614226,0.673868905369571,4.94934433027909,7.44639078386627e-07,4.79699879019748e-05,"NC_035780.1","Gnomon","gene",15350536,15428837,".","-",".","gene_id ""LOC111099722""; db_xref ""GeneID:111099722""; gbkey ""Gene""; gene ""LOC111099722""; gene_biotype ""protein_coding""; "
"LOC111100924",8.14748694477757,4.61712389144954,1.37112445823122,3.36739955569441,0.000758806625450587,0.0148333612402737,"NC_035780.1","Gnomon","gene",15535326,15552673,".","+",".","gene_id ""LOC111131506""; db_xref ""GeneID:111131506""; gbkey ""Gene""; gene ""LOC111131506""; gene_biotype ""protein_coding""; "
"LOC111101050",77.8217770590092,4.49215986572827,0.694581157837791,6.4674369798804,9.96790891861805e-11,2.82540378298229e-08,"NC_035780.1","Gnomon","gene",15791553,15957019,".","+",".","gene_id ""LOC111100092""; db_xref ""GeneID:111100092""; gbkey ""Gene""; gene ""LOC111100092""; gene_biotype ""protein_coding""; "
"LOC111101061",53.9695443083451,1.46860190817363,0.44908099649608,3.27023837488624,0.00107456890754837,0.0192140902379186,"NC_035780.1","Gnomon","gene",20434565,20451700,".","-",".","gene_id ""LOC111136967""; db_xref ""GeneID:111136967""; gbkey ""Gene""; gene ""LOC111136967""; gene_biotype ""protein_coding""; "
"LOC111101287",15.3532672622306,1.68149666750364,0.531952721115742,3.16098893897336,0.00157234469172407,0.0251087945278416,"NC_035780.1","Gnomon","gene",20466757,20471978,".","-",".","gene_id ""LOC111113171""; db_xref ""GeneID:111113171""; gbkey ""Gene""; gene ""LOC111113171""; gene_biotype ""protein_coding""; "
"LOC111101598",378.260552024613,1.3774338167138,0.316139247739492,4.3570478090365,1.3182848063573e-05,0.000597868525379163,"NC_035780.1","Gnomon","gene",21868636,21896883,".","-",".","gene_id ""LOC111101598""; db_xref ""GeneID:111101598""; gbkey ""Gene""; gene ""LOC111101598""; gene_biotype ""protein_coding""; "
"LOC111101902",17.8293112222867,2.32492670019919,0.585675312376838,3.96965118909311,7.19779236892619e-05,0.00235473398073532,"NC_035780.1","Gnomon","gene",24102769,24129452,".","-",".","gene_id ""LOC111130352""; db_xref ""GeneID:111130352""; gbkey ""Gene""; gene ""LOC111130352""; gene_biotype ""protein_coding""; "
"LOC111101943",186.321357635489,2.52636734059325,0.455205963441013,5.54994341791093,2.85762069685075e-08,2.74573758143168e-06,"NC_035780.1","Gnomon","gene",24508492,24513571,".","+",".","gene_id ""LOC111111334""; db_xref ""GeneID:111111334""; gbkey ""Gene""; gene ""LOC111111334""; gene_biotype ""protein_coding""; "
"LOC111102202",9.32837497021663,3.11814833591084,0.935653372967778,3.33258921091735,0.000860418803908543,0.0163528062950919,"NC_035780.1","Gnomon","gene",24543719,24556232,".","-",".","gene_id ""LOC111120493""; db_xref ""GeneID:111120493""; gbkey ""Gene""; gene ""LOC111120493""; gene_biotype ""protein_coding""; "
"LOC111102203",4.25852102352961,4.08755493251775,1.20470652841492,3.39298811462067,0.000691346378493738,0.0137517284901088,"NC_035780.1","Gnomon","gene",24736498,24747668,".","+",".","gene_id ""LOC111106570""; db_xref ""GeneID:111106570""; gbkey ""Gene""; gene ""LOC111106570""; gene_biotype ""protein_coding""; "
"LOC111102475",208.154543888022,1.39326099897246,0.356592767461857,3.90714878736706,9.3391648911955e-05,0.00284643686925738,"NC_035780.1","Gnomon","gene",25904526,25923260,".","+",".","gene_id ""LOC111115675""; db_xref ""GeneID:111115675""; gbkey ""Gene""; gene ""LOC111115675""; gene_biotype ""protein_coding""; "
"LOC111102556",9.67632559401759,-1.62237051965459,0.546916804773022,-2.96639361872945,0.00301314581183672,0.0411602978489214,"NC_035780.1","Gnomon","gene",25981626,25992412,".","+",".","gene_id ""LOC111137325""; db_xref ""GeneID:111137325""; gbkey ""Gene""; gene ""LOC111137325""; gene_biotype ""protein_coding""; "
"LOC111103017",15.9537346143888,3.64721230706655,1.14101891869707,3.19645208970882,0.00139128929897966,0.0230059384294655,"NC_035780.1","Gnomon","gene",26659273,26696606,".","-",".","gene_id ""LOC111113238""; db_xref ""GeneID:111113238""; gbkey ""Gene""; gene ""LOC111113238""; gene_biotype ""protein_coding""; "
"LOC111103305",115.106789558739,2.65407637272566,0.414465907412883,6.40360600294616,1.51749409742466e-10,4.09651144680972e-08,"NC_035780.1","Gnomon","gene",26796666,26805710,".","-",".","gene_id ""LOC111108303""; db_xref ""GeneID:111108303""; gbkey ""Gene""; gene ""LOC111108303""; gene_biotype ""protein_coding""; "
"LOC111103349",35.4319910987261,1.11497198203387,0.343376306382084,3.24708479097334,0.00116593648592875,0.0203375198114772,"NC_035780.1","Gnomon","gene",27321896,27325221,".","-",".","gene_id ""LOC111111528""; db_xref ""GeneID:111111528""; gbkey ""Gene""; gene ""LOC111111528""; gene_biotype ""protein_coding""; "
"LOC111103375",196.702368693679,1.90874870324958,0.34582199166656,5.51945437029924,3.40053877112625e-08,3.10929907959915e-06,"NC_035780.1","Gnomon","gene",28395185,28405538,".","+",".","gene_id ""LOC111124619""; db_xref ""GeneID:111124619""; gbkey ""Gene""; gene ""LOC111124619""; gene_biotype ""protein_coding""; "
"LOC111103479",54.2947741238455,1.52801140713025,0.45567369047052,3.35330180145458,0.000798535821023168,0.0153976175829263,"NC_035780.1","Gnomon","gene",28552157,28576101,".","-",".","gene_id ""LOC111127799""; db_xref ""GeneID:111127799""; gbkey ""Gene""; gene ""LOC111127799""; gene_biotype ""protein_coding""; "
"LOC111103484",38.3225688174347,2.36804669945585,0.47810814702581,4.95295199252904,7.30960132075682e-07,4.76300343532993e-05,"NC_035780.1","Gnomon","gene",28808441,28880330,".","+",".","gene_id ""LOC111133016""; db_xref ""GeneID:111133016""; gbkey ""Gene""; gene ""LOC111133016""; gene_biotype ""protein_coding""; "
"LOC111103558",256.393447086747,0.752300861489027,0.236846858210549,3.17631767283253,0.00149157517361344,0.0241592561691845,"NC_035780.1","Gnomon","gene",29266127,29270281,".","+",".","gene_id ""LOC111124350""; db_xref ""GeneID:111124350""; gbkey ""Gene""; gene ""LOC111124350""; gene_biotype ""protein_coding""; "
"LOC111103799",37.7154551672281,1.82488090472205,0.511792494008385,3.56566562832817,0.000362933864541845,0.00826294007264144,"NC_035780.1","Gnomon","gene",29818807,29840232,".","+",".","gene_id ""LOC111104504""; db_xref ""GeneID:111104504""; gbkey ""Gene""; gene ""LOC111104504""; gene_biotype ""protein_coding""; "
"LOC111103803",27.185505745944,1.1256663283117,0.389963165156477,2.88659655293344,0.00389433238442804,0.0493891952736522,"NC_035780.1","Gnomon","gene",29865489,29887808,".","+",".","gene_id ""LOC111124361""; db_xref ""GeneID:111124361""; gbkey ""Gene""; gene ""LOC111124361""; gene_biotype ""protein_coding""; "
"LOC111103816",10.6639607575304,2.51230568599728,0.816865258246239,3.07554478616345,0.00210118369465974,0.0315114113188681,"NC_035780.1","Gnomon","gene",32324955,32330987,".","-",".","gene_id ""LOC111128582""; db_xref ""GeneID:111128582""; gbkey ""Gene""; gene ""LOC111128582""; gene_biotype ""protein_coding""; "
"LOC111103819",204.096315240909,1.93901655410773,0.353759836956774,5.48116646250225,4.22530687185765e-08,3.74269760258766e-06,"NC_035780.1","Gnomon","gene",32741431,32744660,".","+",".","gene_id ""LOC111127289""; db_xref ""GeneID:111127289""; gbkey ""Gene""; gene ""LOC111127289""; gene_biotype ""protein_coding""; "
"LOC111103866",210.905572027961,1.49271392046999,0.320628642195731,4.65558507264848,3.23061973519909e-06,0.000186227599088343,"NC_035780.1","Gnomon","gene",33171503,33252199,".","-",".","gene_id ""LOC111125905""; db_xref ""GeneID:111125905""; gbkey ""Gene""; gene ""LOC111125905""; gene_biotype ""protein_coding""; "
"LOC111104153",8.40596893670278,-1.94420232583405,0.662355105960177,-2.93528699082897,0.00333239319476382,0.0440357506319723,"NC_035780.1","Gnomon","gene",34699951,34730314,".","-",".","gene_id ""LOC111101050""; db_xref ""GeneID:111101050""; gbkey ""Gene""; gene ""LOC111101050""; gene_biotype ""protein_coding""; "
"LOC111104284",176.647890286919,0.521871414695634,0.169069811798712,3.08672145040863,0.00202377140556789,0.0305126598355435,"NC_035780.1","Gnomon","gene",35867278,35890410,".","+",".","gene_id ""LOC111134008""; db_xref ""GeneID:111134008""; gbkey ""Gene""; gene ""LOC111134008""; gene_biotype ""protein_coding""; "
"LOC111104287",141.765837138876,3.40089736383155,0.512022771294946,6.64208225589345,3.09282267768476e-11,1.54941444490629e-08,"NC_035780.1","Gnomon","gene",36080927,36097268,".","+",".","gene_id ""LOC111109410""; db_xref ""GeneID:111109410""; gbkey ""Gene""; gene ""LOC111109410""; gene_biotype ""protein_coding""; "
"LOC111104344",37.1545075791266,1.61365815229704,0.419459579683178,3.84699320376913,0.000119576285033036,0.00347629723001169,"NC_035780.1","Gnomon","gene",36251202,36284517,".","+",".","gene_id ""LOC111122852""; db_xref ""GeneID:111122852""; gbkey ""Gene""; gene ""LOC111122852""; gene_biotype ""protein_coding""; "
"LOC111104354",10.6795929511432,2.80784362728142,0.934321468949741,3.00522220733907,0.0026538689112578,0.0375181617404501,"NC_035780.1","Gnomon","gene",37106530,37121637,".","-",".","gene_id ""LOC111110475""; db_xref ""GeneID:111110475""; gbkey ""Gene""; gene ""LOC111110475""; gene_biotype ""protein_coding""; "
"LOC111104504",48.8785729361327,0.803834672815664,0.276777273867147,2.90426544630794,0.00368115911910122,0.047285162391951,"NC_035780.1","Gnomon","gene",45734279,45753317,".","-",".","gene_id ""LOC111110619""; db_xref ""GeneID:111110619""; gbkey ""Gene""; gene ""LOC111110619""; gene_biotype ""protein_coding""; "
"LOC111104535",24.9504558749722,1.83868483412789,0.62737159761643,2.93077474516474,0.00338117855629802,0.0445765145015197,"NC_035780.1","Gnomon","gene",47052608,47085403,".","-",".","gene_id ""LOC111124603""; db_xref ""GeneID:111124603""; gbkey ""Gene""; gene ""LOC111124603""; gene_biotype ""protein_coding""; "
"LOC111104770",3.93264468080464,3.91114484343433,1.04376176398259,3.74716240659259,0.000178846298468575,0.00471571937682955,"NC_035780.1","Gnomon","gene",49557991,49582214,".","+",".","gene_id ""LOC111119125""; db_xref ""GeneID:111119125""; gbkey ""Gene""; gene ""LOC111119125""; gene_biotype ""protein_coding""; "
"LOC111104805",9.3559581206597,2.41739424259742,0.741920436054033,3.25829310681147,0.00112084572534144,0.0198142814010844,"NC_035780.1","Gnomon","gene",52674719,52680540,".","+",".","gene_id ""LOC111105528""; db_xref ""GeneID:111105528""; gbkey ""Gene""; gene ""LOC111105528""; gene_biotype ""protein_coding""; "
"LOC111105030",73.5303466008469,2.6333895603936,0.476314631196079,5.52867660978809,3.22655498412135e-08,2.99858036147278e-06,"NC_035780.1","Gnomon","gene",52687879,52749705,".","-",".","gene_id ""LOC111118652""; db_xref ""GeneID:111118652""; gbkey ""Gene""; gene ""LOC111118652""; gene_biotype ""protein_coding""; "
"LOC111105082",170.259432038947,3.08535572335199,0.468524775657226,6.5852562845241,4.54101404614177e-11,1.67565436257068e-08,"NC_035780.1","Gnomon","gene",52943885,52965858,".","-",".","gene_id ""LOC111107999""; db_xref ""GeneID:111107999""; gbkey ""Gene""; gene ""LOC111107999""; gene_biotype ""protein_coding""; "
"LOC111105158",3.34503505378123,-2.38070170174644,0.807677890098247,-2.94758805574936,0.00320263526235281,0.0429213695089316,"NC_035780.1","Gnomon","gene",54665131,54734150,".","+",".","gene_id ""LOC111129975""; db_xref ""GeneID:111129975""; gbkey ""Gene""; gene ""LOC111129975""; gene_biotype ""protein_coding""; "
"LOC111105247",15.5214047061331,1.52252469249195,0.52042842332368,2.92552178985239,0.00343879092799455,0.0449182160617537,"NC_035780.1","Gnomon","gene",55797111,55805424,".","+",".","gene_id ""LOC111133241""; db_xref ""GeneID:111133241""; gbkey ""Gene""; gene ""LOC111133241""; gene_biotype ""protein_coding""; "
"LOC111105256",31.7776625899495,2.11417723557698,0.651649912165509,3.24434515543986,0.0011772100323782,0.0203787139219764,"NC_035780.1","Gnomon","gene",57106952,57119896,".","-",".","gene_id ""LOC111137026""; db_xref ""GeneID:111137026""; gbkey ""Gene""; gene ""LOC111137026""; gene_biotype ""protein_coding""; "
"LOC111105299",32.2341324240706,3.8540760169806,0.594980440172559,6.47765162811542,9.31611374918098e-11,2.77963414968984e-08,"NC_035780.1","Gnomon","gene",57812483,57839434,".","-",".","gene_id ""LOC111108216""; db_xref ""GeneID:111108216""; gbkey ""Gene""; gene ""LOC111108216""; gene_biotype ""protein_coding""; "
"LOC111105373",7.14145603261574,4.82217754449437,1.14130845366971,4.2251308390728,2.38801992705923e-05,0.000960119501170127,"NC_035780.1","Gnomon","gene",59701550,59709352,".","+",".","gene_id ""LOC111133382""; db_xref ""GeneID:111133382""; gbkey ""Gene""; gene ""LOC111133382""; gene_biotype ""protein_coding""; "
"LOC111105528",60.5033471965664,5.29619172079612,0.972591192156241,5.44544487294238,5.16760663387134e-08,4.3783583257727e-06,"NC_035780.1","Gnomon","gene",60582499,60600638,".","-",".","gene_id ""LOC111130677""; db_xref ""GeneID:111130677""; gbkey ""Gene""; gene ""LOC111130677""; gene_biotype ""lncRNA""; "
"LOC111105686",96.8680771210053,3.16853599248713,0.558750330338342,5.67075457578427,1.42169939391601e-08,1.58031644394311e-06,"NC_035780.1","Gnomon","gene",61144764,61154250,".","+",".","gene_id ""LOC111126125""; db_xref ""GeneID:111126125""; gbkey ""Gene""; gene ""LOC111126125""; gene_biotype ""protein_coding""; "
"LOC111105733",17.0828336494455,2.35221860777563,0.777131830279719,3.02679483213161,0.00247161654476553,0.0354723903601919,"NC_035780.1","Gnomon","gene",61720330,61744423,".","-",".","gene_id ""LOC111114702""; db_xref ""GeneID:111114702""; gbkey ""Gene""; gene ""LOC111114702""; gene_biotype ""protein_coding""; "
"LOC111105828",196.734663451468,2.2477509364324,0.399159234428665,5.6312136675222,1.78945868051932e-08,1.87860023330815e-06,"NC_035780.1","Gnomon","gene",62472937,62485739,".","+",".","gene_id ""LOC111135835""; db_xref ""GeneID:111135835""; gbkey ""Gene""; gene ""LOC111135835""; gene_biotype ""protein_coding""; "
"LOC111106496",15.8955545457822,1.42094141450186,0.479595065127037,2.96279406904547,0.00304860450873554,0.0412933652118083,"NC_035780.1","Gnomon","gene",62602220,62619507,".","+",".","gene_id ""LOC111132383""; db_xref ""GeneID:111132383""; gbkey ""Gene""; gene ""LOC111132383""; gene_biotype ""protein_coding""; "
"LOC111106570",13.4316369585853,2.75223118049695,0.670492390686913,4.1047910740304,4.04680445797026e-05,0.00145295879385696,"NC_035781.1","Gnomon","gene",650227,665578,".","-",".","gene_id ""LOC111120617""; db_xref ""GeneID:111120617""; gbkey ""Gene""; gene ""LOC111120617""; gene_biotype ""protein_coding""; "
"LOC111106613",8.75279699502808,3.53660719681678,1.01915186465676,3.4701474034077,0.000520172810816713,0.0110859385884208,"NC_035781.1","Gnomon","gene",665990,683353,".","+",".","gene_id ""LOC111119906""; db_xref ""GeneID:111119906""; gbkey ""Gene""; gene ""LOC111119906""; gene_biotype ""protein_coding""; "
"LOC111106706",3.67795239979892,3.89529991996596,1.25694155688549,3.0990302601005,0.00194155188807401,0.0295877893911063,"NC_035781.1","Gnomon","gene",868132,875152,".","+",".","gene_id ""LOC111121099""; db_xref ""GeneID:111121099""; gbkey ""Gene""; gene ""LOC111121099""; gene_biotype ""protein_coding""; "
"LOC111106775",40.806952888797,1.26502512562285,0.37071054478831,3.41243361810823,0.000643856062125861,0.0130825090186076,"NC_035781.1","Gnomon","gene",1058594,1094926,".","-",".","gene_id ""LOC111119493""; db_xref ""GeneID:111119493""; gbkey ""Gene""; gene ""LOC111119493""; gene_biotype ""protein_coding""; "
"LOC111106800",62.5772364321244,3.82234919929049,0.59983013737642,6.3723860491721,1.86109692260457e-10,4.79570838829331e-08,"NC_035781.1","Gnomon","gene",1111059,1125255,".","+",".","gene_id ""LOC111118970""; db_xref ""GeneID:111118970""; gbkey ""Gene""; gene ""LOC111118970""; gene_biotype ""protein_coding""; "
"LOC111106980",275.995310274188,2.99037877803579,0.497415643180231,6.01183098890252,1.83439516884921e-09,2.81059086816383e-07,"NC_035781.1","Gnomon","gene",2381708,2410563,".","-",".","gene_id ""LOC111118833""; db_xref ""GeneID:111118833""; gbkey ""Gene""; gene ""LOC111118833""; gene_biotype ""protein_coding""; "
"LOC111107171",21.2284586534644,2.83849968482308,0.587280996277545,4.83329054203147,1.34294567335787e-06,8.18619249705995e-05,"NC_035781.1","Gnomon","gene",2508403,2533085,".","+",".","gene_id ""LOC111117970""; db_xref ""GeneID:111117970""; gbkey ""Gene""; gene ""LOC111117970""; gene_biotype ""protein_coding""; "
"LOC111107250",230.927958303145,3.08258006277894,0.491933341810953,6.26625560981707,3.69833077439119e-10,7.35714674228911e-08,"NC_035781.1","Gnomon","gene",3204292,3223251,".","-",".","gene_id ""LOC111119203""; db_xref ""GeneID:111119203""; gbkey ""Gene""; gene ""LOC111119203""; gene_biotype ""protein_coding""; "
"LOC111107422",161.537272063015,4.49294326202748,0.633332392108343,7.09413148294945,1.30166333793182e-12,2.45970982091182e-09,"NC_035781.1","Gnomon","gene",4339171,4361128,".","+",".","gene_id ""LOC111118654""; db_xref ""GeneID:111118654""; gbkey ""Gene""; gene ""LOC111118654""; gene_biotype ""protein_coding""; "
"LOC111107569",14.145748121268,1.85994695989389,0.614400375775182,3.02725557019267,0.00246785211038294,0.0354723903601919,"NC_035781.1","Gnomon","gene",4705821,4733891,".","-",".","gene_id ""LOC111119735""; db_xref ""GeneID:111119735""; gbkey ""Gene""; gene ""LOC111119735""; gene_biotype ""protein_coding""; "
"LOC111107620",84.9931315680112,1.85578893032868,0.424664863809523,4.37000818405609,1.24241880015091e-05,0.000569723892171536,"NC_035781.1","Gnomon","gene",5018960,5038201,".","-",".","gene_id ""LOC111118904""; db_xref ""GeneID:111118904""; gbkey ""Gene""; gene ""LOC111118904""; gene_biotype ""protein_coding""; "
"LOC111107816",22.0399575568122,1.88802988501799,0.50213526275621,3.76000258307818,0.000169911602571554,0.00456506575819025,"NC_035781.1","Gnomon","gene",5101528,5116440,".","+",".","gene_id ""LOC111120496""; db_xref ""GeneID:111120496""; gbkey ""Gene""; gene ""LOC111120496""; gene_biotype ""protein_coding""; "
"LOC111107851",46.3950457802913,1.64796633302584,0.531624146359277,3.09987111065517,0.00193604871102915,0.0295834505197419,"NC_035781.1","Gnomon","gene",5155414,5160349,".","-",".","gene_id ""LOC111122023""; db_xref ""GeneID:111122023""; gbkey ""Gene""; gene ""LOC111122023""; gene_biotype ""protein_coding""; "
"LOC111107921",23.5261742012457,1.49673603297243,0.487266663288398,3.07169799565491,0.00212844951931326,0.0316697646325115,"NC_035781.1","Gnomon","gene",7512730,7580256,".","-",".","gene_id ""LOC111118753""; db_xref ""GeneID:111118753""; gbkey ""Gene""; gene ""LOC111118753""; gene_biotype ""protein_coding""; "
"LOC111107933",37.1571608115204,-0.941750431046832,0.321855085957619,-2.92600761067619,0.00343342537705811,0.0449182160617537,"NC_035781.1","Gnomon","gene",7891978,7897172,".","-",".","gene_id ""LOC111120474""; db_xref ""GeneID:111120474""; gbkey ""Gene""; gene ""LOC111120474""; gene_biotype ""protein_coding""; "
"LOC111107999",53.7160315425666,6.13390342524563,1.02236824315211,5.99970066199816,1.97681604375355e-09,2.8590957409113e-07,"NC_035781.1","Gnomon","gene",8783486,8790616,".","+",".","gene_id ""LOC111121854""; db_xref ""GeneID:111121854""; gbkey ""Gene""; gene ""LOC111121854""; gene_biotype ""protein_coding""; "
"LOC111108042",7.64560890343439,2.88322617561731,0.648220027282518,4.44791282938979,8.67087021262604e-06,0.00044283930842682,"NC_035781.1","Gnomon","gene",9373510,9378189,".","+",".","gene_id ""LOC111120877""; db_xref ""GeneID:111120877""; gbkey ""Gene""; gene ""LOC111120877""; gene_biotype ""protein_coding""; "
"LOC111108080",24.1387719475654,1.61440256512479,0.484862141556794,3.32961150553283,0.000869672340908298,0.016379310633253,"NC_035781.1","Gnomon","gene",10416559,10438076,".","-",".","gene_id ""LOC111119859""; db_xref ""GeneID:111119859""; gbkey ""Gene""; gene ""LOC111119859""; gene_biotype ""protein_coding""; "
"LOC111108185",41.5593495805692,1.82048226435618,0.46985361938982,3.87457324840952,0.000106811712931686,0.0031702387466478,"NC_035781.1","Gnomon","gene",10979122,10993282,".","-",".","gene_id ""LOC111119195""; db_xref ""GeneID:111119195""; gbkey ""Gene""; gene ""LOC111119195""; gene_biotype ""protein_coding""; "
"LOC111108202",288.004519376272,1.41617205341702,0.304277289580918,4.65421542096525,3.25216657430693e-06,0.000186227599088343,"NC_035781.1","Gnomon","gene",11811670,11817523,".","-",".","gene_id ""LOC111121130""; db_xref ""GeneID:111121130""; gbkey ""Gene""; gene ""LOC111121130""; gene_biotype ""protein_coding""; "
"LOC111108216",26.1184131145625,1.1963976870014,0.396511681068046,3.01730754508613,0.00255030924763543,0.0365093513253667,"NC_035781.1","Gnomon","gene",11965873,11978747,".","+",".","gene_id ""LOC111120615""; db_xref ""GeneID:111120615""; gbkey ""Gene""; gene ""LOC111120615""; gene_biotype ""protein_coding""; "
"LOC111108243",10.7543189312801,-1.49293129345394,0.50710456609257,-2.94403046881935,0.00323968103907826,0.0431786000633945,"NC_035781.1","Gnomon","gene",13774769,13790797,".","+",".","gene_id ""LOC111118006""; db_xref ""GeneID:111118006""; gbkey ""Gene""; gene ""LOC111118006""; gene_biotype ""protein_coding""; "
"LOC111108303",66.3022035329218,1.29002081672718,0.378300351137787,3.41004393162016,0.000649524160333982,0.013103745426809,"NC_035781.1","Gnomon","gene",15336926,15351770,".","+",".","gene_id ""LOC111119533""; db_xref ""GeneID:111119533""; gbkey ""Gene""; gene ""LOC111119533""; gene_biotype ""protein_coding""; "
"LOC111108451",23.5855047498168,1.79857305180052,0.612121833032445,2.93825992595365,0.00330060174801202,0.043819932809087,"NC_035781.1","Gnomon","gene",15559235,15568635,".","-",".","gene_id ""LOC111118089""; db_xref ""GeneID:111118089""; gbkey ""Gene""; gene ""LOC111118089""; gene_biotype ""protein_coding""; "
